date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:25:46	33680/33680	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Sep%202019%2015:43:17%20GMT	https://www.receitasdamaria.com.br/wp-content/uploads/2019/09/tt-150x150.png	C:/Meus%20Sites/geladinhugou/www.receitasdamaria.com.br/wp-content/uploads/2019/09/tt-150x150.png	(from https://www.receitasdamaria.com.br/geladinhogourmet/)
04:25:47	35049/35049	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Sep%202019%2015:43:44%20GMT	https://www.receitasdamaria.com.br/wp-content/uploads/2019/09/ss-150x150.png	C:/Meus%20Sites/geladinhugou/www.receitasdamaria.com.br/wp-content/uploads/2019/09/ss-150x150.png	(from https://www.receitasdamaria.com.br/geladinhogourmet/)
04:25:47	35535/35535	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Sep%202019%2015:44:01%20GMT	https://www.receitasdamaria.com.br/wp-content/uploads/2019/09/klick-150x150.png	C:/Meus%20Sites/geladinhugou/www.receitasdamaria.com.br/wp-content/uploads/2019/09/klick-150x150.png	(from https://www.receitasdamaria.com.br/geladinhogourmet/)
04:25:47	35413/35413	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Sep%202019%2015:44:21%20GMT	https://www.receitasdamaria.com.br/wp-content/uploads/2019/09/c-150x150.png	C:/Meus%20Sites/geladinhugou/www.receitasdamaria.com.br/wp-content/uploads/2019/09/c-150x150.png	(from https://www.receitasdamaria.com.br/geladinhogourmet/)
04:25:47	34591/34591	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Sep%202019%2015:44:08%20GMT	https://www.receitasdamaria.com.br/wp-content/uploads/2019/09/gg-150x150.png	C:/Meus%20Sites/geladinhugou/www.receitasdamaria.com.br/wp-content/uploads/2019/09/gg-150x150.png	(from https://www.receitasdamaria.com.br/geladinhogourmet/)
04:25:48	30004/30004	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Sep%202019%2015:44:15%20GMT	https://www.receitasdamaria.com.br/wp-content/uploads/2019/09/cc-150x150.png	C:/Meus%20Sites/geladinhugou/www.receitasdamaria.com.br/wp-content/uploads/2019/09/cc-150x150.png	(from https://www.receitasdamaria.com.br/geladinhogourmet/)
04:25:48	31784/31784	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Sep%202019%2015:44:05%20GMT	https://www.receitasdamaria.com.br/wp-content/uploads/2019/09/jj-150x150.png	C:/Meus%20Sites/geladinhugou/www.receitasdamaria.com.br/wp-content/uploads/2019/09/jj-150x150.png	(from https://www.receitasdamaria.com.br/geladinhogourmet/)
04:25:48	33140/33140	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Sep%202019%2015:43:55%20GMT	https://www.receitasdamaria.com.br/wp-content/uploads/2019/09/ll-150x150.png	C:/Meus%20Sites/geladinhugou/www.receitasdamaria.com.br/wp-content/uploads/2019/09/ll-150x150.png	(from https://www.receitasdamaria.com.br/geladinhogourmet/)
04:25:48	33549/33549	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Sep%202019%2015:44:27%20GMT	https://www.receitasdamaria.com.br/wp-content/uploads/2019/09/bbb-150x150.png	C:/Meus%20Sites/geladinhugou/www.receitasdamaria.com.br/wp-content/uploads/2019/09/bbb-150x150.png	(from https://www.receitasdamaria.com.br/geladinhogourmet/)
04:25:48	33708/33708	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Sep%202019%2015:44:33%20GMT	https://www.receitasdamaria.com.br/wp-content/uploads/2019/09/bb-150x150.png	C:/Meus%20Sites/geladinhugou/www.receitasdamaria.com.br/wp-content/uploads/2019/09/bb-150x150.png	(from https://www.receitasdamaria.com.br/geladinhogourmet/)
04:25:49	10427/10427	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Sep%202019%2020:16:45%20GMT	https://www.receitasdamaria.com.br/wp-content/uploads/2019/09/depoi.jpg	C:/Meus%20Sites/geladinhugou/www.receitasdamaria.com.br/wp-content/uploads/2019/09/depoi.jpg	(from https://www.receitasdamaria.com.br/geladinhogourmet/)
04:25:49	44791/44791	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Sep%202019%2020:28:41%20GMT	https://www.receitasdamaria.com.br/wp-content/uploads/2019/09/depoismento-e1567628921493.png	C:/Meus%20Sites/geladinhugou/www.receitasdamaria.com.br/wp-content/uploads/2019/09/depoismento-e1567628921493.png	(from https://www.receitasdamaria.com.br/geladinhogourmet/)
04:25:50	419936/419936	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Sep%202019%2020:26:50%20GMT	https://www.receitasdamaria.com.br/wp-content/uploads/2019/09/rew.png	C:/Meus%20Sites/geladinhugou/www.receitasdamaria.com.br/wp-content/uploads/2019/09/rew.png	(from https://www.receitasdamaria.com.br/geladinhogourmet/)
04:25:50	268383/268383	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Sep%202019%2020:26:54%20GMT	https://www.receitasdamaria.com.br/wp-content/uploads/2019/09/sem_ttulo-1.png	C:/Meus%20Sites/geladinhugou/www.receitasdamaria.com.br/wp-content/uploads/2019/09/sem_ttulo-1.png	(from https://www.receitasdamaria.com.br/geladinhogourmet/)
04:25:50	104342/104342	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2015:42:43%20GMT	https://www.receitasdamaria.com.br/wp-content/uploads/2019/09/WhatsApp-Image-2019-07-29-at-10.45.25-576x1024.jpeg	C:/Meus%20Sites/geladinhugou/www.receitasdamaria.com.br/wp-content/uploads/2019/09/WhatsApp-Image-2019-07-29-at-10.45.25-576x1024.jpg	(from https://www.receitasdamaria.com.br/geladinhogourmet/)
04:25:50	106550/106550	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2015:42:52%20GMT	https://www.receitasdamaria.com.br/wp-content/uploads/2019/09/WhatsApp-Image-2019-07-26-at-20.51.41-576x1024.jpeg	C:/Meus%20Sites/geladinhugou/www.receitasdamaria.com.br/wp-content/uploads/2019/09/WhatsApp-Image-2019-07-26-at-20.51.41-576x1024.jpg	(from https://www.receitasdamaria.com.br/geladinhogourmet/)
04:25:50	91360/91360	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2015:42:49%20GMT	https://www.receitasdamaria.com.br/wp-content/uploads/2019/09/WhatsApp-Image-2019-07-29-at-10.45.25-1-576x1024.jpeg	C:/Meus%20Sites/geladinhugou/www.receitasdamaria.com.br/wp-content/uploads/2019/09/WhatsApp-Image-2019-07-29-at-10.45.25-1-576x1024.jpg	(from https://www.receitasdamaria.com.br/geladinhogourmet/)
04:25:50	97663/97663	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2015:42:59%20GMT	https://www.receitasdamaria.com.br/wp-content/uploads/2019/09/WhatsApp-Image-2019-07-26-at-20.19.42-576x1024.jpeg	C:/Meus%20Sites/geladinhugou/www.receitasdamaria.com.br/wp-content/uploads/2019/09/WhatsApp-Image-2019-07-26-at-20.19.42-576x1024.jpg	(from https://www.receitasdamaria.com.br/geladinhogourmet/)
04:25:51	107576/107576	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2015:42:57%20GMT	https://www.receitasdamaria.com.br/wp-content/uploads/2019/09/WhatsApp-Image-2019-07-26-at-20.41.29-576x1024.jpeg	C:/Meus%20Sites/geladinhugou/www.receitasdamaria.com.br/wp-content/uploads/2019/09/WhatsApp-Image-2019-07-26-at-20.41.29-576x1024.jpg	(from https://www.receitasdamaria.com.br/geladinhogourmet/)
04:25:51	92859/92859	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2015:42:47%20GMT	https://www.receitasdamaria.com.br/wp-content/uploads/2019/09/WhatsApp-Image-2019-07-29-at-10.45.25-2-576x1024.jpeg	C:/Meus%20Sites/geladinhugou/www.receitasdamaria.com.br/wp-content/uploads/2019/09/WhatsApp-Image-2019-07-29-at-10.45.25-2-576x1024.jpg	(from https://www.receitasdamaria.com.br/geladinhogourmet/)
04:25:51	46392/46392	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Sep%202019%2023:54:56%20GMT	https://www.receitasdamaria.com.br/wp-content/uploads/2019/09/preco-3.png	C:/Meus%20Sites/geladinhugou/www.receitasdamaria.com.br/wp-content/uploads/2019/09/preco-3.png	(from https://www.receitasdamaria.com.br/geladinhogourmet/)
04:25:51	43529/43529	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Sep%202019%2015:42:20%20GMT	https://www.receitasdamaria.com.br/wp-content/uploads/2019/09/site-seguro-1024x71.png	C:/Meus%20Sites/geladinhugou/www.receitasdamaria.com.br/wp-content/uploads/2019/09/site-seguro-1024x71.png	(from https://www.receitasdamaria.com.br/geladinhogourmet/)
04:25:52	7885/7885	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Sep%202019%2001:57:43%20GMT	https://www.receitasdamaria.com.br/wp-content/uploads/2019/09/compra-segura-vetor-300x45.png	C:/Meus%20Sites/geladinhugou/www.receitasdamaria.com.br/wp-content/uploads/2019/09/compra-segura-vetor-300x45.png	(from https://www.receitasdamaria.com.br/geladinhogourmet/)
04:25:52	114271/114271	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Sep%202019%2023:26:13%20GMT	https://www.receitasdamaria.com.br/wp-content/uploads/2019/09/7-dias-de-garantia-ou-seu-dinheiro-de-volta-370x322.png	C:/Meus%20Sites/geladinhugou/www.receitasdamaria.com.br/wp-content/uploads/2019/09/7-dias-de-garantia-ou-seu-dinheiro-de-volta-370x322.png	(from https://www.receitasdamaria.com.br/geladinhogourmet/)
04:25:52	859107/859107	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Aug%202019%2011:50:21%20GMT	https://www.receitasdamaria.com.br/wp-content/uploads/2019/08/Geladinho-Gourmet-1024x585.png	C:/Meus%20Sites/geladinhugou/www.receitasdamaria.com.br/wp-content/uploads/2019/08/Geladinho-Gourmet-1024x585.png	(from https://www.receitasdamaria.com.br/geladinhogourmet/)
04:25:52	10168/10168	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Sep%202019%2001:08:13%20GMT	https://www.receitasdamaria.com.br/wp-content/uploads/2019/09/Bot%c3%a3o-zap.png	C:/Meus%20Sites/geladinhugou/www.receitasdamaria.com.br/wp-content/uploads/2019/09/Bot%c3%a3o-zap.png	(from https://www.receitasdamaria.com.br/geladinhogourmet/)
